school_name,district,total,perc_frl,perc_black,perc_hisp,perc_white,perc_migrant,perc_esol,exclusionary,exclusionary_ps,district_size,d_black,d_hisp,d_white,d_esol,d_migrant,d_frl,school_name_unique,year,fac_schtype
Appling County High School,Appling County,1005,90.35,21,12,63,5,0.9,145,0.144278606965174,3410,22.5739002932551,15.2219941348974,57.6231671554252,6.8866862170088,6.10175953079179,90.3818181818182,Appling County High School_Appling County,2018,H
Appling County Elementary School,Appling County,579,90.33,32,20,43,9,12.3,11,0.0189982728842832,3410,22.5739002932551,15.2219941348974,57.6231671554252,6.8866862170088,6.10175953079179,90.3818181818182,Appling County Elementary School_Appling County,2018,E
Appling County Middle School,Appling County,784,90.43,23,15,57,6,3.4,88,0.112244897959184,3410,22.5739002932551,15.2219941348974,57.6231671554252,6.8866862170088,6.10175953079179,90.3818181818182,Appling County Middle School_Appling County,2018,M
Appling County Primary School,Appling County,489,90.39,29,24,41,9,20,0,0,3410,22.5739002932551,15.2219941348974,57.6231671554252,6.8866862170088,6.10175953079179,90.3818181818182,Appling County Primary School_Appling County,2018,E
Altamaha Elementary School,Appling County,373,90.35,7,7,82,2,4.6,3,0.00804289544235925,3410,22.5739002932551,15.2219941348974,57.6231671554252,6.8866862170088,6.10175953079179,90.3818181818182,Altamaha Elementary School_Appling County,2018,E
Fourth District Elementary School,Appling County,180,90.56,14,12,72,4,7.2,1,0.00555555555555556,3410,22.5739002932551,15.2219941348974,57.6231671554252,6.8866862170088,6.10175953079179,90.3818181818182,Fourth District Elementary School_Appling County,2018,E
Atkinson County High School,Atkinson County,488,80.12,16,36,45,3,2.3,19,0.0389344262295082,1602,15.8551810237204,39.0012484394507,42.7191011235955,11.6961298377029,4.57802746566792,84.4515106117353,Atkinson County High School_Atkinson County,2018,H
Atkinson County Middle School,Atkinson County,356,85.67,15,38,44,4,3.1,2,0.00561797752808989,1602,15.8551810237204,39.0012484394507,42.7191011235955,11.6961298377029,4.57802746566792,84.4515106117353,Atkinson County Middle School_Atkinson County,2018,M
Willacoochee Elementary School,Atkinson County,164,91.26,24,32,43,9,15.2,1,0.00609756097560976,1602,15.8551810237204,39.0012484394507,42.7191011235955,11.6961298377029,4.57802746566792,84.4515106117353,Willacoochee Elementary School_Atkinson County,2018,E
Pearson Elementary School,Atkinson County,594,85.4,14,44,40,5,23.6,23,0.0387205387205387,1602,15.8551810237204,39.0012484394507,42.7191011235955,11.6961298377029,4.57802746566792,84.4515106117353,Pearson Elementary School_Atkinson County,2018,E
Bacon County Primary School,Bacon County,489,86.5,23,15,55,5,9.4,6,0.0122699386503067,2040,21.5857843137255,13.1906862745098,60.3156862745098,4.06632352941177,4.19852941176471,73.3816764705882,Bacon County Primary School_Bacon County,2018,E
Bacon County Middle School,Bacon County,493,66.73,23,12,61,5,0.4,70,0.141987829614604,2040,21.5857843137255,13.1906862745098,60.3156862745098,4.06632352941177,4.19852941176471,73.3816764705882,Bacon County Middle School_Bacon County,2018,M
Bacon County High School,Bacon County,577,57.02,18,12,67,3,0.9,34,0.0589254766031196,2040,21.5857843137255,13.1906862745098,60.3156862745098,4.06632352941177,4.19852941176471,73.3816764705882,Bacon County High School_Bacon County,2018,H
Bacon County Elementary School,Bacon County,481,86.49,23,14,57,4,6.2,19,0.0395010395010395,2040,21.5857843137255,13.1906862745098,60.3156862745098,4.06632352941177,4.19852941176471,73.3816764705882,Bacon County Elementary School_Bacon County,2018,E
Baker County K12 School,Baker County,265,58.77,65,11,20,0,0,0,0,267,64.8876404494382,10.9176029962547,20.2247191011236,0,0,58.9966666666667,Baker County K12 School_Baker County,2018,K12
Baker County Learning Center,Baker County,2,89.03,50,0,50,0,0,0,0,267,64.8876404494382,10.9176029962547,20.2247191011236,0,0,58.9966666666667,Baker County Learning Center_Baker County,2018,
Oak Hill MS,Baldwin County,1141,76.95,72,2,21,0,0.4,534,0.468010517090272,4934,66.3871098500203,2.48277259829753,25.7612484799351,0.587798946088367,0,72.4770794487232,Oak Hill MS_Baldwin County,2018,M
Baldwin High School,Baldwin County,1180,65,71,2,23,0,0.3,317,0.26864406779661,4934,66.3871098500203,2.48277259829753,25.7612484799351,0.587798946088367,0,72.4770794487232,Baldwin High School_Baldwin County,2018,H
Lakeview Academy,Baldwin County,783,65.77,64,5,26,0,1.1,136,0.173690932311622,4934,66.3871098500203,2.48277259829753,25.7612484799351,0.587798946088367,0,72.4770794487232,Lakeview Academy_Baldwin County,2018,E
Midway Hills Primary,Baldwin County,585,83.08,62,2,28,0,2.1,166,0.283760683760684,4934,66.3871098500203,2.48277259829753,25.7612484799351,0.587798946088367,0,72.4770794487232,Midway Hills Primary_Baldwin County,2018,E
Lakeview Primary,Baldwin County,639,71.05,58,3,33,0,0,145,0.226917057902973,4934,66.3871098500203,2.48277259829753,25.7612484799351,0.587798946088367,0,72.4770794487232,Lakeview Primary_Baldwin County,2018,E
Midway Hills Academy,Baldwin County,606,78.55,63,1,30,0,0,188,0.31023102310231,4934,66.3871098500203,2.48277259829753,25.7612484799351,0.587798946088367,0,72.4770794487232,Midway Hills Academy_Baldwin County,2018,E
Banks County Middle School,Banks County,668,61.08,2,9,86,0,1.2,40,0.0598802395209581,2776,1.77233429394813,8.58897694524496,86.289265129683,2.50799711815562,0,60.5568047550432,Banks County Middle School_Banks County,2018,M
Banks County Elementary School,Banks County,632,70.41,1,10,84,0,4.7,1,0.00158227848101266,2776,1.77233429394813,8.58897694524496,86.289265129683,2.50799711815562,0,60.5568047550432,Banks County Elementary School_Banks County,2018,E
Banks County High School,Banks County,885,53.11,2,9,87,0,0.8,29,0.0327683615819209,2776,1.77233429394813,8.58897694524496,86.289265129683,2.50799711815562,0,60.5568047550432,Banks County High School_Banks County,2018,H
Banks County Primary School,Banks County,591,60.58,2,6,88,0,4.2,3,0.0050761421319797,2776,1.77233429394813,8.58897694524496,86.289265129683,2.50799711815562,0,60.5568047550432,Banks County Primary School_Banks County,2018,E
Apalachee High School,Barrow County,1811,51.74,14,20,57,0,3.1,276,0.152401987852015,13351,12.7865328439817,18.3509100441914,58.4464085087259,7.38109504906,0.0407460115347165,58.9693483634185,Apalachee High School_Barrow County,2018,H
County Line Elementary School,Barrow County,544,65.07,7,20,62,1,13.6,15,0.0275735294117647,13351,12.7865328439817,18.3509100441914,58.4464085087259,7.38109504906,0.0407460115347165,58.9693483634185,County Line Elementary School_Barrow County,2018,E
Haymon-Morris Middle School,Barrow County,810,53.46,12,19,61,0,3.2,46,0.0567901234567901,13351,12.7865328439817,18.3509100441914,58.4464085087259,7.38109504906,0.0407460115347165,58.9693483634185,Haymon-Morris Middle School_Barrow County,2018,M
Bear Creek Middle School,Barrow County,757,54.95,14,18,60,0,3.2,13,0.0171730515191546,13351,12.7865328439817,18.3509100441914,58.4464085087259,7.38109504906,0.0407460115347165,58.9693483634185,Bear Creek Middle School_Barrow County,2018,M
Kennedy Elementary School,Barrow County,763,73.26,17,22,50,0,15.5,8,0.0104849279161206,13351,12.7865328439817,18.3509100441914,58.4464085087259,7.38109504906,0.0407460115347165,58.9693483634185,Kennedy Elementary School_Barrow County,2018,E
Bramlett Elementary School,Barrow County,685,45.55,7,16,64,0,12.3,8,0.0116788321167883,13351,12.7865328439817,18.3509100441914,58.4464085087259,7.38109504906,0.0407460115347165,58.9693483634185,Bramlett Elementary School_Barrow County,2018,E
Westside Middle School,Barrow County,763,65.4,13,17,58,0,3.7,84,0.110091743119266,13351,12.7865328439817,18.3509100441914,58.4464085087259,7.38109504906,0.0407460115347165,58.9693483634185,Westside Middle School_Barrow County,2018,M
Bethlehem Elementary School,Barrow County,704,65.63,10,21,61,0,11.5,19,0.0269886363636364,13351,12.7865328439817,18.3509100441914,58.4464085087259,7.38109504906,0.0407460115347165,58.9693483634185,Bethlehem Elementary School_Barrow County,2018,E
Russell Middle School,Barrow County,934,55.46,12,16,62,0,2.6,62,0.0663811563169165,13351,12.7865328439817,18.3509100441914,58.4464085087259,7.38109504906,0.0407460115347165,58.9693483634185,Russell Middle School_Barrow County,2018,M
Yargo Elementary School,Barrow County,792,51.64,14,18,59,0,12.2,18,0.0227272727272727,13351,12.7865328439817,18.3509100441914,58.4464085087259,7.38109504906,0.0407460115347165,58.9693483634185,Yargo Elementary School_Barrow County,2018,E
Winder Elementary School,Barrow County,604,78.48,21,17,47,0,10.6,21,0.0347682119205298,13351,12.7865328439817,18.3509100441914,58.4464085087259,7.38109504906,0.0407460115347165,58.9693483634185,Winder Elementary School_Barrow County,2018,E
Auburn Elementary School,Barrow County,696,74.71,5,19,61,0,12.8,40,0.0574712643678161,13351,12.7865328439817,18.3509100441914,58.4464085087259,7.38109504906,0.0407460115347165,58.9693483634185,Auburn Elementary School_Barrow County,2018,E
Winder-Barrow High School,Barrow County,2012,51.89,15,17,57,0,2.1,127,0.0631212723658052,13351,12.7865328439817,18.3509100441914,58.4464085087259,7.38109504906,0.0407460115347165,58.9693483634185,Winder-Barrow High School_Barrow County,2018,H
Holsenbeck Elementary School,Barrow County,699,64.66,10,19,62,0,11.9,28,0.0400572246065808,13351,12.7865328439817,18.3509100441914,58.4464085087259,7.38109504906,0.0407460115347165,58.9693483634185,Holsenbeck Elementary School_Barrow County,2018,E
Statham Elementary School,Barrow County,777,62.29,14,17,59,0,12.1,16,0.0205920205920206,13351,12.7865328439817,18.3509100441914,58.4464085087259,7.38109504906,0.0407460115347165,58.9693483634185,Statham Elementary School_Barrow County,2018,E
Woodland Middle School at Euharlee,Bartow County,738,49.05,7,9,82,0,0.4,122,0.165311653116531,13087,9.38710170398105,12.9512493313976,72.1743715137159,4.03019026514862,0,54.7627798578742,Woodland Middle School at Euharlee_Bartow County,2018,M
Clear Creek Elementary School,Bartow County,538,50.56,2,8,85,0,3.2,15,0.0278810408921933,13087,9.38710170398105,12.9512493313976,72.1743715137159,4.03019026514862,0,54.7627798578742,Clear Creek Elementary School_Bartow County,2018,E
Adairsville High School,Bartow County,994,42.35,5,6,85,0,1.1,69,0.0694164989939638,13087,9.38710170398105,12.9512493313976,72.1743715137159,4.03019026514862,0,54.7627798578742,Adairsville High School_Bartow County,2018,H
Pine Log Elementary,Bartow County,348,60.92,1,6,90,0,2.9,0,0,13087,9.38710170398105,12.9512493313976,72.1743715137159,4.03019026514862,0,54.7627798578742,Pine Log Elementary_Bartow County,2018,E
Euharlee Elementary School,Bartow County,465,52.69,10,7,77,0,2.2,11,0.0236559139784946,13087,9.38710170398105,12.9512493313976,72.1743715137159,4.03019026514862,0,54.7627798578742,Euharlee Elementary School_Bartow County,2018,E
Cass High School,Bartow County,1527,51.6,15,15,63,0,2.5,92,0.060248853962017,13087,9.38710170398105,12.9512493313976,72.1743715137159,4.03019026514862,0,54.7627798578742,Cass High School_Bartow County,2018,H
Cloverleaf Elementary,Bartow County,693,63.78,18,16,58,0,9.2,41,0.0591630591630592,13087,9.38710170398105,12.9512493313976,72.1743715137159,4.03019026514862,0,54.7627798578742,Cloverleaf Elementary_Bartow County,2018,E
White Elementary School,Bartow County,561,62.39,15,16,63,0,7.1,53,0.0944741532976827,13087,9.38710170398105,12.9512493313976,72.1743715137159,4.03019026514862,0,54.7627798578742,White Elementary School_Bartow County,2018,E
Adairsville Elementary School,Bartow County,630,53.97,8,5,80,0,2.9,25,0.0396825396825397,13087,9.38710170398105,12.9512493313976,72.1743715137159,4.03019026514862,0,54.7627798578742,Adairsville Elementary School_Bartow County,2018,E
Mission Road Elementary School,Bartow County,430,56.28,9,13,73,0,6.5,1,0.00232558139534884,13087,9.38710170398105,12.9512493313976,72.1743715137159,4.03019026514862,0,54.7627798578742,Mission Road Elementary School_Bartow County,2018,E
South Central Middle School,Bartow County,617,44.86,9,17,66,0,1.5,187,0.303079416531605,13087,9.38710170398105,12.9512493313976,72.1743715137159,4.03019026514862,0,54.7627798578742,South Central Middle School_Bartow County,2018,M
Cass Middle School,Bartow County,940,60.43,14,18,63,0,2.7,138,0.146808510638298,13087,9.38710170398105,12.9512493313976,72.1743715137159,4.03019026514862,0,54.7627798578742,Cass Middle School_Bartow County,2018,M
Allatoona Elementary School,Bartow County,401,79.55,5,30,59,0,18.7,14,0.0349127182044888,13087,9.38710170398105,12.9512493313976,72.1743715137159,4.03019026514862,0,54.7627798578742,Allatoona Elementary School_Bartow County,2018,E
Woodland High School,Bartow County,1536,44.86,7,13,76,0,0.8,74,0.0481770833333333,13087,9.38710170398105,12.9512493313976,72.1743715137159,4.03019026514862,0,54.7627798578742,Woodland High School_Bartow County,2018,H
Kingston Elementary School,Bartow County,493,82.56,20,22,52,0,11,26,0.0527383367139959,13087,9.38710170398105,12.9512493313976,72.1743715137159,4.03019026514862,0,54.7627798578742,Kingston Elementary School_Bartow County,2018,E
Adairsville Middle School,Bartow County,761,51.38,5,7,83,0,0.9,69,0.0906701708278581,13087,9.38710170398105,12.9512493313976,72.1743715137159,4.03019026514862,0,54.7627798578742,Adairsville Middle School_Bartow County,2018,M
Hamilton Crossing Elementary School,Bartow County,551,52.99,9,20,63,0,12,9,0.0163339382940109,13087,9.38710170398105,12.9512493313976,72.1743715137159,4.03019026514862,0,54.7627798578742,Hamilton Crossing Elementary School_Bartow County,2018,E
Taylorsville Elementary School,Bartow County,479,55.95,4,9,82,0,2.9,28,0.058455114822547,13087,9.38710170398105,12.9512493313976,72.1743715137159,4.03019026514862,0,54.7627798578742,Taylorsville Elementary School_Bartow County,2018,E
Emerson Elementary School,Bartow County,385,73.25,5,12,78,0,6.5,18,0.0467532467532468,13087,9.38710170398105,12.9512493313976,72.1743715137159,4.03019026514862,0,54.7627798578742,Emerson Elementary School_Bartow County,2018,E
Ben Hill Elementary School,Ben Hill County,790,71.05,42,13,42,1,3.7,26,0.0329113924050633,3006,42.4491017964072,12.4627411842981,42.1393878908849,2.85831669993347,1,64.851753160346,Ben Hill Elementary School_Ben Hill County,2018,E
Ben Hill County Primary School,Ben Hill County,712,71.48,42,10,45,1,6.6,51,0.0716292134831461,3006,42.4491017964072,12.4627411842981,42.1393878908849,2.85831669993347,1,64.851753160346,Ben Hill County Primary School_Ben Hill County,2018,E
Fitzgerald High School,Ben Hill County,829,47.09,42,12,44,1,0.6,104,0.125452352231604,3006,42.4491017964072,12.4627411842981,42.1393878908849,2.85831669993347,1,64.851753160346,Fitzgerald High School_Ben Hill County,2018,H
Ben Hill County Middle School,Ben Hill County,675,72.42,44,15,37,1,0.7,165,0.244444444444444,3006,42.4491017964072,12.4627411842981,42.1393878908849,2.85831669993347,1,64.851753160346,Ben Hill County Middle School_Ben Hill County,2018,M
Berrien High School,Berrien County,796,83.54,13,8,75,1,0.4,80,0.100502512562814,3020,12.3592715231788,7.68046357615894,75.5390728476821,1.63456953642384,1.69403973509934,83.4764470198676,Berrien High School_Berrien County,2018,H
Berrien Academy Performance Learning Center,Berrien County,64,82.81,5,3,89,0,0,24,0.375,3020,12.3592715231788,7.68046357615894,75.5390728476821,1.63456953642384,1.69403973509934,83.4764470198676,Berrien Academy Performance Learning Center_Berrien County,2018,H
Berrien Middle School,Berrien County,737,83.45,13,9,75,2,0.7,76,0.103120759837178,3020,12.3592715231788,7.68046357615894,75.5390728476821,1.63456953642384,1.69403973509934,83.4764470198676,Berrien Middle School_Berrien County,2018,M
Berrien Elementary School,Berrien County,732,83.47,12,8,76,2,2.3,26,0.0355191256830601,3020,12.3592715231788,7.68046357615894,75.5390728476821,1.63456953642384,1.69403973509934,83.4764470198676,Berrien Elementary School_Berrien County,2018,E
Berrien Primary School,Berrien County,691,83.5,12,6,75,2,3.5,11,0.0159189580318379,3020,12.3592715231788,7.68046357615894,75.5390728476821,1.63456953642384,1.69403973509934,83.4764470198676,Berrien Primary School_Berrien County,2018,E
Skyview Elementary School,Bibb County,449,76.13,38,3,54,0,0,25,0.0556792873051225,23237,72.6641563024487,4.79653139389766,18.2354434737703,1.8197400697164,0.017988552739166,65.4459964711452,Skyview Elementary School_Bibb County,2018,E
Burdell Elementary School,Bibb County,486,90.27,95,2,1,0,1.4,115,0.236625514403292,23237,72.6641563024487,4.79653139389766,18.2354434737703,1.8197400697164,0.017988552739166,65.4459964711452,Burdell Elementary School_Bibb County,2018,E
Howard High School,Bibb County,1249,51.28,62,4,28,0,1.7,404,0.323458767013611,23237,72.6641563024487,4.79653139389766,18.2354434737703,1.8197400697164,0.017988552739166,65.4459964711452,Howard High School_Bibb County,2018,H
Ballard Hudson Middle School,Bibb County,725,91.2,94,3,2,0,0,914,1.26068965517241,23237,72.6641563024487,4.79653139389766,18.2354434737703,1.8197400697164,0.017988552739166,65.4459964711452,Ballard Hudson Middle School_Bibb County,2018,M
Bruce Elementary School,Bibb County,427,36.23,91,2,4,0,0,89,0.208430913348946,23237,72.6641563024487,4.79653139389766,18.2354434737703,1.8197400697164,0.017988552739166,65.4459964711452,Bruce Elementary School_Bibb County,2018,E
Academy For Classical Education,Bibb County,1541,29.86,16,3,71,0,1,40,0.0259571706683971,23237,72.6641563024487,4.79653139389766,18.2354434737703,1.8197400697164,0.017988552739166,65.4459964711452,Academy For Classical Education_Bibb County,2018,K12
Central High School,Bibb County,1118,28.11,89,2,6,0,0,347,0.310375670840787,23237,72.6641563024487,4.79653139389766,18.2354434737703,1.8197400697164,0.017988552739166,65.4459964711452,Central High School_Bibb County,2018,H
Westside High School,Bibb County,1137,85.4,88,3,6,0,0.2,604,0.531222515391381,23237,72.6641563024487,4.79653139389766,18.2354434737703,1.8197400697164,0.017988552739166,65.4459964711452,Westside High School_Bibb County,2018,H
Vineville Academy,Bibb County,478,74.93,80,5,13,0,1.3,2,0.00418410041841004,23237,72.6641563024487,4.79653139389766,18.2354434737703,1.8197400697164,0.017988552739166,65.4459964711452,Vineville Academy_Bibb County,2018,E
Rutland High School,Bibb County,1024,94.92,44,10,41,0,3,235,0.2294921875,23237,72.6641563024487,4.79653139389766,18.2354434737703,1.8197400697164,0.017988552739166,65.4459964711452,Rutland High School_Bibb County,2018,H
Howard Middle School,Bibb County,993,68.35,67,5,21,0,1.5,302,0.304128902316214,23237,72.6641563024487,4.79653139389766,18.2354434737703,1.8197400697164,0.017988552739166,65.4459964711452,Howard Middle School_Bibb County,2018,M
Northeast High School,Bibb County,741,81.16,96,1,2,0,0,209,0.282051282051282,23237,72.6641563024487,4.79653139389766,18.2354434737703,1.8197400697164,0.017988552739166,65.4459964711452,Northeast High School_Bibb County,2018,H
Miller Magnet Middle School,Bibb County,668,28.11,91,2,5,0,0,192,0.287425149700599,23237,72.6641563024487,4.79653139389766,18.2354434737703,1.8197400697164,0.017988552739166,65.4459964711452,Miller Magnet Middle School_Bibb County,2018,M
Rutland Middle School,Bibb County,883,78.55,48,12,34,0,3.2,293,0.331823329558324,23237,72.6641563024487,4.79653139389766,18.2354434737703,1.8197400697164,0.017988552739166,65.4459964711452,Rutland Middle School_Bibb County,2018,M
Price Academy,Bibb County,26,63.34,31,8,62,0,0,20,0.769230769230769,23237,72.6641563024487,4.79653139389766,18.2354434737703,1.8197400697164,0.017988552739166,65.4459964711452,Price Academy_Bibb County,2018,M
Williams Elementary School,Bibb County,310,49.29,95,1,2,0,0,59,0.190322580645161,23237,72.6641563024487,4.79653139389766,18.2354434737703,1.8197400697164,0.017988552739166,65.4459964711452,Williams Elementary School_Bibb County,2018,E
Southwest High School,Bibb County,830,89.2,95,2,2,0,0,445,0.536144578313253,23237,72.6641563024487,4.79653139389766,18.2354434737703,1.8197400697164,0.017988552739166,65.4459964711452,Southwest High School_Bibb County,2018,H
Rosa Taylor Elementary School,Bibb County,494,42.06,72,5,17,0,3.4,86,0.174089068825911,23237,72.6641563024487,4.79653139389766,18.2354434737703,1.8197400697164,0.017988552739166,65.4459964711452,Rosa Taylor Elementary School_Bibb County,2018,E
Weaver Middle School,Bibb County,914,59.69,85,6,6,0,2,527,0.576586433260394,23237,72.6641563024487,4.79653139389766,18.2354434737703,1.8197400697164,0.017988552739166,65.4459964711452,Weaver Middle School_Bibb County,2018,M
Heritage Elementary School,Bibb County,709,64.03,69,4,19,0,2,63,0.0888575458392102,23237,72.6641563024487,4.79653139389766,18.2354434737703,1.8197400697164,0.017988552739166,65.4459964711452,Heritage Elementary School_Bibb County,2018,E
Union Elementary School,Bibb County,466,88.35,95,1,1,0,0,173,0.371244635193133,23237,72.6641563024487,4.79653139389766,18.2354434737703,1.8197400697164,0.017988552739166,65.4459964711452,Union Elementary School_Bibb County,2018,E
Riley Elementary School,Bibb County,314,78.02,93,1,2,0,0,102,0.32484076433121,23237,72.6641563024487,4.79653139389766,18.2354434737703,1.8197400697164,0.017988552739166,65.4459964711452,Riley Elementary School_Bibb County,2018,E
Brookdale Elementary School,Bibb County,336,69.81,94,2,2,0,0,92,0.273809523809524,23237,72.6641563024487,4.79653139389766,18.2354434737703,1.8197400697164,0.017988552739166,65.4459964711452,Brookdale Elementary School_Bibb County,2018,E
Alexander II Magnet School,Bibb County,487,91.27,71,3,18,0,0,6,0.0123203285420945,23237,72.6641563024487,4.79653139389766,18.2354434737703,1.8197400697164,0.017988552739166,65.4459964711452,Alexander II Magnet School_Bibb County,2018,E
Bernd Elementary School,Bibb County,418,63.13,89,4,6,1,0,31,0.0741626794258373,23237,72.6641563024487,4.79653139389766,18.2354434737703,1.8197400697164,0.017988552739166,65.4459964711452,Bernd Elementary School_Bibb County,2018,E
Porter Elementary School,Bibb County,390,76.02,26,35,33,0,19.7,30,0.0769230769230769,23237,72.6641563024487,4.79653139389766,18.2354434737703,1.8197400697164,0.017988552739166,65.4459964711452,Porter Elementary School_Bibb County,2018,E
Springdale Elementary School,Bibb County,563,33.38,44,3,42,0,2.8,23,0.0408525754884547,23237,72.6641563024487,4.79653139389766,18.2354434737703,1.8197400697164,0.017988552739166,65.4459964711452,Springdale Elementary School_Bibb County,2018,E
Carter Elementary School,Bibb County,416,79.63,63,2,22,0,4.8,9,0.0216346153846154,23237,72.6641563024487,4.79653139389766,18.2354434737703,1.8197400697164,0.017988552739166,65.4459964711452,Carter Elementary School_Bibb County,2018,E
Lane Elementary School,Bibb County,436,72.33,78,7,9,0,2.8,58,0.13302752293578,23237,72.6641563024487,4.79653139389766,18.2354434737703,1.8197400697164,0.017988552739166,65.4459964711452,Lane Elementary School_Bibb County,2018,E
Martin Luther King Jr Elementary School,Bibb County,662,20.93,95,1,2,0,0,147,0.222054380664653,23237,72.6641563024487,4.79653139389766,18.2354434737703,1.8197400697164,0.017988552739166,65.4459964711452,Martin Luther King Jr Elementary School_Bibb County,2018,E
Southfield Elementary School,Bibb County,778,87.05,85,10,4,0,6.6,239,0.30719794344473,23237,72.6641563024487,4.79653139389766,18.2354434737703,1.8197400697164,0.017988552739166,65.4459964711452,Southfield Elementary School_Bibb County,2018,E
Veterans Elementary School,Bibb County,805,68.58,81,11,5,0,6.7,316,0.392546583850932,23237,72.6641563024487,4.79653139389766,18.2354434737703,1.8197400697164,0.017988552739166,65.4459964711452,Veterans Elementary School_Bibb County,2018,E
Hartley Elementary School,Bibb County,456,87.09,98,1,1,0,0,76,0.166666666666667,23237,72.6641563024487,4.79653139389766,18.2354434737703,1.8197400697164,0.017988552739166,65.4459964711452,Hartley Elementary School_Bibb County,2018,E
Heard Elementary School,Bibb County,528,50.94,31,8,56,0,3.2,22,0.0416666666666667,23237,72.6641563024487,4.79653139389766,18.2354434737703,1.8197400697164,0.017988552739166,65.4459964711452,Heard Elementary School_Bibb County,2018,E
Ingram/Pye Elementary School,Bibb County,421,77.03,97,3,0,0,0.2,78,0.185273159144893,23237,72.6641563024487,4.79653139389766,18.2354434737703,1.8197400697164,0.017988552739166,65.4459964711452,Ingram/Pye Elementary School_Bibb County,2018,E
Appling Middle School,Bibb County,559,94.43,95,1,3,0,0,413,0.738819320214669,23237,72.6641563024487,4.79653139389766,18.2354434737703,1.8197400697164,0.017988552739166,65.4459964711452,Appling Middle School_Bibb County,2018,M
Bleckley County High School,Bleckley County,664,51.36,23,3,71,0,0,12,0.0180722891566265,2389,25.9958141481792,2.90121389702805,67.3403097530348,0,0,70.909602344077,Bleckley County High School_Bleckley County,2018,H
Bleckley Middle School,Bleckley County,509,58.15,27,4,65,0,0,8,0.0157170923379175,2389,25.9958141481792,2.90121389702805,67.3403097530348,0,0,70.909602344077,Bleckley Middle School_Bleckley County,2018,M
Bleckley County Success Academy,Bleckley County,59,93.22,31,0,63,0,0,39,0.661016949152542,2389,25.9958141481792,2.90121389702805,67.3403097530348,0,0,70.909602344077,Bleckley County Success Academy_Bleckley County,2018,H
Bleckley County Elementary School,Bleckley County,589,86.59,28,3,66,0,0,59,0.100169779286927,2389,25.9958141481792,2.90121389702805,67.3403097530348,0,0,70.909602344077,Bleckley County Elementary School_Bleckley County,2018,E
Bleckley County Primary School,Bleckley County,568,86.62,26,2,67,0,0,15,0.0264084507042254,2389,25.9958141481792,2.90121389702805,67.3403097530348,0,0,70.909602344077,Bleckley County Primary School_Bleckley County,2018,E
Waynesville Primary School,Brantley County,368,88.32,2,3,91,0,0.8,2,0.00543478260869565,3232,3.04764851485149,2.71225247524753,91.7707301980198,0.532456683168317,0,82.2118564356436,Waynesville Primary School_Brantley County,2018,E
Atkinson Elementary School,Brantley County,255,88.24,3,2,94,0,0,12,0.0470588235294118,3232,3.04764851485149,2.71225247524753,91.7707301980198,0.532456683168317,0,82.2118564356436,Atkinson Elementary School_Brantley County,2018,E
Brantley County Middle School,Brantley County,476,88.24,3,2,93,0,0,57,0.119747899159664,3232,3.04764851485149,2.71225247524753,91.7707301980198,0.532456683168317,0,82.2118564356436,Brantley County Middle School_Brantley County,2018,M
Nahunta Elementary School,Brantley County,260,88.08,4,5,88,0,0.8,11,0.0423076923076923,3232,3.04764851485149,2.71225247524753,91.7707301980198,0.532456683168317,0,82.2118564356436,Nahunta Elementary School_Brantley County,2018,E
Brantley County High School,Brantley County,971,68.18,3,2,93,0,0.3,167,0.171987641606591,3232,3.04764851485149,2.71225247524753,91.7707301980198,0.532456683168317,0,82.2118564356436,Brantley County High School_Brantley County,2018,H
Hoboken Elementary School,Brantley County,514,88.33,2,5,91,0,1.2,13,0.0252918287937743,3232,3.04764851485149,2.71225247524753,91.7707301980198,0.532456683168317,0,82.2118564356436,Hoboken Elementary School_Brantley County,2018,E
Nahunta Primary School,Brantley County,388,88.14,5,1,90,0,0.8,3,0.0077319587628866,3232,3.04764851485149,2.71225247524753,91.7707301980198,0.532456683168317,0,82.2118564356436,Nahunta Primary School_Brantley County,2018,E
Brooks County High School,Brooks County,514,94.17,52,12,33,0,1.2,51,0.0992217898832685,2613,45.0983543819365,16.2001530807501,33.8966704936854,7.42181400688863,1.07462686567164,77.5445579793341,Brooks County High School_Brooks County,2018,H
Quitman Elementary School,Brooks County,586,88.76,73,12,13,1,7.5,115,0.196245733788396,2613,45.0983543819365,16.2001530807501,33.8966704936854,7.42181400688863,1.07462686567164,77.5445579793341,Quitman Elementary School_Brooks County,2018,E
Brooks County Middle School,Brooks County,418,42.06,50,12,35,1,1.2,100,0.239234449760766,2613,45.0983543819365,16.2001530807501,33.8966704936854,7.42181400688863,1.07462686567164,77.5445579793341,Brooks County Middle School_Brooks County,2018,M
North Brooks Elementary School,Brooks County,407,94.98,25,9,60,3,6.6,25,0.0614250614250614,2613,45.0983543819365,16.2001530807501,33.8966704936854,7.42181400688863,1.07462686567164,77.5445579793341,North Brooks Elementary School_Brooks County,2018,E
Delta Innovative School,Brooks County,105,64.96,70,6,21,0,0,18,0.171428571428571,2613,45.0983543819365,16.2001530807501,33.8966704936854,7.42181400688863,1.07462686567164,77.5445579793341,Delta Innovative School_Brooks County,2018,H
Brooks County Early Learning Center,Brooks County,583,67.15,17,34,39,1,19.2,0,0,2613,45.0983543819365,16.2001530807501,33.8966704936854,7.42181400688863,1.07462686567164,77.5445579793341,Brooks County Early Learning Center_Brooks County,2018,E
